,precision,recall,f1-score,support
0,1.0,0.96875,0.9841269841269841,32.0
1,0.9930555555555556,1.0,0.9965156794425087,286.0
2,0.9931506849315068,0.9863945578231292,0.9897610921501707,294.0
3,0.9915611814345991,1.0,0.9957627118644067,235.0
4,0.9925650557620818,0.996268656716418,0.994413407821229,268.0
5,0.9699570815450643,0.9912280701754386,0.9804772234273319,228.0
6,1.0,0.9814814814814815,0.9906542056074767,54.0
7,0.9779005524861878,0.9672131147540983,0.9725274725274724,183.0
8,0.9949494949494949,0.9752475247524752,0.985,202.0
9,1.0,0.9898477157360406,0.9948979591836734,197.0
10,1.0,0.9961538461538462,0.9980732177263969,260.0
11,1.0,0.9944444444444445,0.9972144846796658,180.0
12,0.9965034965034965,1.0,0.9982486865148862,285.0
13,0.9966666666666667,1.0,0.9983305509181971,299.0
14,1.0,1.0,1.0,103.0
15,1.0,0.9887640449438202,0.9943502824858756,89.0
16,1.0,1.0,1.0,48.0
17,1.0,1.0,1.0,178.0
18,1.0,1.0,1.0,171.0
19,1.0,1.0,1.0,31.0
20,0.96,1.0,0.9795918367346939,48.0
21,1.0,1.0,1.0,44.0
22,1.0,1.0,1.0,59.0
23,1.0,0.9864864864864865,0.9931972789115647,74.0
24,1.0,1.0,1.0,42.0
25,0.9808612440191388,0.9951456310679612,0.9879518072289156,206.0
26,1.0,1.0,1.0,84.0
27,1.0,1.0,1.0,34.0
28,1.0,1.0,1.0,65.0
29,1.0,0.9411764705882353,0.9696969696969697,34.0
30,1.0,1.0,1.0,63.0
31,0.9907407407407407,1.0,0.9953488372093023,107.0
32,0.9473684210526315,1.0,0.972972972972973,36.0
33,1.0,1.0,1.0,88.0
34,1.0,1.0,1.0,47.0
35,1.0,1.0,1.0,156.0
36,1.0,1.0,1.0,35.0
37,1.0,1.0,1.0,17.0
38,1.0,1.0,1.0,296.0
39,1.0,1.0,1.0,49.0
40,1.0,0.9772727272727273,0.9885057471264368,44.0
41,1.0,0.972972972972973,0.9863013698630138,37.0
42,1.0,1.0,1.0,40.0
accuracy,0.9941816816816816,0.9941816816816816,0.9941816816816816,0.9941816816816816
macro avg,0.9950065157127246,0.9932290173341761,0.9940446692609336,5328.0
weighted avg,0.9942509543992291,0.9941816816816816,0.9941801727791224,5328.0
