,precision,recall,f1-score,support
0,0.9393939393939394,0.96875,0.9538461538461539,32.0
1,0.9527027027027027,0.986013986013986,0.9690721649484535,286.0
2,0.956953642384106,0.9829931972789115,0.9697986577181208,294.0
3,0.9907407407407407,0.9106382978723404,0.9490022172949002,235.0
4,0.9742647058823529,0.9888059701492538,0.9814814814814815,268.0
5,0.9525862068965517,0.9692982456140351,0.9608695652173913,228.0
6,1.0,1.0,1.0,54.0
7,0.9719101123595506,0.9453551912568307,0.9584487534626038,183.0
8,0.985,0.9752475247524752,0.9800995024875623,202.0
9,1.0,0.9949238578680203,0.9974554707379135,197.0
10,1.0,0.9923076923076923,0.9961389961389961,260.0
11,0.9518716577540107,0.9888888888888889,0.9700272479564033,180.0
12,0.9930313588850174,1.0,0.9965034965034965,285.0
13,0.9900662251655629,1.0,0.9950083194675541,299.0
14,1.0,1.0,1.0,103.0
15,0.9888888888888889,1.0,0.9944134078212291,89.0
16,1.0,1.0,1.0,48.0
17,1.0,0.9943820224719101,0.9971830985915493,178.0
18,0.9825581395348837,0.9883040935672515,0.9854227405247813,171.0
19,0.967741935483871,0.967741935483871,0.967741935483871,31.0
20,1.0,0.9583333333333334,0.9787234042553191,48.0
21,1.0,0.9772727272727273,0.9885057471264368,44.0
22,0.9666666666666667,0.9830508474576272,0.9747899159663865,59.0
23,0.9863013698630136,0.972972972972973,0.979591836734694,74.0
24,0.975609756097561,0.9523809523809523,0.963855421686747,42.0
25,0.9626168224299065,1.0,0.9809523809523809,206.0
26,0.9764705882352941,0.9880952380952381,0.9822485207100591,84.0
27,1.0,0.9705882352941176,0.9850746268656716,34.0
28,0.9841269841269841,0.9538461538461539,0.96875,65.0
29,0.9666666666666667,0.8529411764705882,0.90625,34.0
30,1.0,0.9682539682539683,0.9838709677419354,63.0
31,1.0,1.0,1.0,107.0
32,1.0,0.9722222222222222,0.9859154929577464,36.0
33,1.0,1.0,1.0,88.0
34,1.0,1.0,1.0,47.0
35,1.0,0.9935897435897436,0.9967845659163987,156.0
36,1.0,0.9714285714285714,0.9855072463768115,35.0
37,1.0,1.0,1.0,17.0
38,0.9966101694915255,0.9932432432432432,0.9949238578680203,296.0
39,1.0,1.0,1.0,49.0
40,1.0,0.9772727272727273,0.9885057471264368,44.0
41,1.0,0.9459459459459459,0.9722222222222222,37.0
42,1.0,1.0,1.0,40.0
accuracy,0.982545045045045,0.982545045045045,0.982545045045045,0.982545045045045
macro avg,0.9863437041779023,0.9787229991303626,0.9823019805625518,5328.0
weighted avg,0.9828045666196181,0.982545045045045,0.9824836825846452,5328.0
