,precision,recall,f1-score,support
0,1.0,0.90625,0.9508196721311475,32.0
1,0.9351535836177475,0.958041958041958,0.9464594127806563,286.0
2,0.9787234042553191,0.782312925170068,0.8695652173913043,294.0
3,0.8576923076923076,0.948936170212766,0.901010101010101,235.0
4,0.9530685920577617,0.9850746268656716,0.9688073394495413,268.0
5,0.7848101265822784,0.8157894736842105,0.7999999999999999,228.0
6,0.9473684210526315,1.0,0.972972972972973,54.0
7,0.9404761904761905,0.8633879781420765,0.9002849002849004,183.0
8,0.8584070796460177,0.9603960396039604,0.9065420560747663,202.0
9,0.9897435897435898,0.9796954314720813,0.9846938775510204,197.0
10,0.99609375,0.9807692307692307,0.9883720930232558,260.0
11,0.9883720930232558,0.9444444444444444,0.9659090909090908,180.0
12,0.9965034965034965,1.0,0.9982486865148862,285.0
13,0.9933110367892977,0.9933110367892977,0.9933110367892977,299.0
14,0.9902912621359223,0.9902912621359223,0.9902912621359223,103.0
15,0.956989247311828,1.0,0.978021978021978,89.0
16,0.9795918367346939,1.0,0.9896907216494846,48.0
17,0.9943820224719101,0.9943820224719101,0.9943820224719101,178.0
18,0.9709302325581395,0.9766081871345029,0.9737609329446064,171.0
19,0.9375,0.967741935483871,0.9523809523809523,31.0
20,0.9038461538461539,0.9791666666666666,0.9400000000000001,48.0
21,1.0,0.9772727272727273,0.9885057471264368,44.0
22,0.9666666666666667,0.9830508474576272,0.9747899159663865,59.0
23,0.9861111111111112,0.9594594594594594,0.9726027397260274,74.0
24,1.0,1.0,1.0,42.0
25,0.9805825242718447,0.9805825242718447,0.9805825242718447,206.0
26,0.9545454545454546,1.0,0.9767441860465117,84.0
27,0.9444444444444444,1.0,0.9714285714285714,34.0
28,0.9692307692307692,0.9692307692307692,0.9692307692307692,65.0
29,1.0,0.8823529411764706,0.9375,34.0
30,0.9393939393939394,0.9841269841269841,0.9612403100775193,63.0
31,1.0,0.9719626168224299,0.985781990521327,107.0
32,0.9473684210526315,1.0,0.972972972972973,36.0
33,0.9887640449438202,1.0,0.9943502824858756,88.0
34,1.0,1.0,1.0,47.0
35,0.9872611464968153,0.9935897435897436,0.9904153354632588,156.0
36,0.9722222222222222,1.0,0.9859154929577464,35.0
37,1.0,1.0,1.0,17.0
38,1.0,0.9966216216216216,0.9983079526226735,296.0
39,1.0,1.0,1.0,49.0
40,1.0,0.9772727272727273,0.9885057471264368,44.0
41,1.0,0.972972972972973,0.9863013698630138,37.0
42,1.0,1.0,1.0,40.0
accuracy,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334
macro avg,0.9672057016483318,0.9691882633573027,0.967458144985469,5328.0
weighted avg,0.9600148175330203,0.9583333333333334,0.9581426987367516,5328.0
